1|free an employer's mistress
2|free a guild member (20% chance of guildmaster)
3|free a secret brotherhood member
4|free a friend
5|free an employer's rival or enemy
6|free an employer's fellow plotter
7|free an employer's retainer or master
8|free a noble
9|free an influential or informative person
10|free an employer's relative
11|free a government official
12|free an assassin
13|free a thief
14|free a merchant
15|free a member of the town watch
16|free a warrior
17|free a non-human
18|free a magician
19|free a priest
20|free a noted person or character
21|capture an employer's mistress
22|capture a guild member (20% chance of guildmaster)
23|capture a secret brotherhood member
24|capture a friend
25|capture an employer's rival or enemy
26|capture an employer's fellow plotter
27|capture an employer's retainer or master
28|capture a noble
29|capture an influential or informative person
30|capture an employer's relative
31|capture a government official
32|capture an assassin
33|capture a thief
34|capture a merchant
35|capture a member of the town watch
36|capture a warrior
37|capture a non-human
38|capture a magician
39|capture a priest
40|capture a noted person or character
41|guard an employer's mistress
42|guard a guild member (20% chance of guildmaster)
43|guard a secret brotherhood member
44|guard a friend
45|guard an employer's rival or enemy
46|guard an employer's fellow plotter
47|guard an employer's retainer or master
48|guard a noble
49|guard an influential or informative person
50|guard an employer's relative
51|guard a government official
52|guard an assassin
53|guard a thief
54|guard a merchant
55|guard a member of the town watch
56|guard a warrior
57|guard a non-human
58|guard a magician
59|guard a priest
60|guard a noted person or character
61|assassinate an employer's mistress
62|assassinate a guild member (20% chance of guildmaster)
63|assassinate a secret brotherhood member
64|assassinate a friend
65|assassinate an employer's rival or enemy
66|assassinate an employer's fellow plotter
67|assassinate an employer's retainer or master
68|assassinate a noble
69|assassinate an influential or informative person
70|assassinate an employer's relative
71|assassinate a government official
72|assassinate an assassin
73|assassinate a thief
74|assassinate a merchant
75|assassinate a member of the town watch
76|assassinate a warrior
77|assassinate a non-human
78|assassinate a magician
79|assassinate a priest
80|assassinate a noted person or character
81|find an employer's mistress
82|find a guild member (20% chance of guildmaster)
83|find a secret brotherhood member
84|find a friend
85|find an employer's rival or enemy
86|find an employer's fellow plotter
87|find an employer's retainer or master
88|find a noble
89|find an influential or informative person
90|find an employer's relative
91|find a government official
92|find an assassin
93|find a thief
94|find a merchant
95|find a member of the town watch
96|find a warrior
97|find a non-human
98|find a magician
99|find a priest
100|find a noted person or character
101|transport an employer's mistress
102|transport a guild member (20% chance of guildmaster)
103|transport a secret brotherhood member
104|transport a friend
105|transport an employer's rival or enemy
106|transport an employer's fellow plotter
107|transport an employer's retainer or master
108|transport a noble
109|transport an influential or informative person
110|transport an employer's relative
111|transport a government official
112|transport an assassin
113|transport a thief
114|transport a merchant
115|transport a member of the town watch
116|transport a warrior
117|transport a non-human
118|transport a magician
119|transport a priest
120|transport a noted person or character
121|lure an employer's mistress
122|lure a guild member (20% chance of guildmaster)
123|lure a secret brotherhood member
124|lure a friend
125|lure an employer's rival or enemy
126|lure an employer's fellow plotter
127|lure an employer's retainer or master
128|lure a noble
129|lure an influential or informative person
130|lure an employer's relative
131|lure a government official
132|lure an assassin
133|lure a thief
134|lure a merchant
135|lure a member of the town watch
136|lure a warrior
137|lure a non-human
138|lure a magician
139|lure a priest
140|lure a noted person or character
141|incriminate an employer's mistress
142|incriminate a guild member (20% chance of guildmaster)
143|incriminate a secret brotherhood member
144|incriminate a friend
145|incriminate an employer's rival or enemy
146|incriminate an employer's fellow plotter
147|incriminate an employer's retainer or master
148|incriminate a noble
149|incriminate an influential or informative person
150|incriminate an employer's relative
151|incriminate a government official
152|incriminate an assassin
153|incriminate a thief
154|incriminate a merchant
155|incriminate a member of the town watch
156|incriminate a warrior
157|incriminate a non-human
158|incriminate a magician
159|incriminate a priest
160|incriminate a noted person or character
161|seduce an employer's mistress
162|seduce a guild member (20% chance of guildmaster)
163|seduce a secret brotherhood member
164|seduce a friend
165|seduce an employer's rival or enemy
166|seduce an employer's fellow plotter
167|seduce an employer's retainer or master
168|seduce a noble
169|seduce an influential or informative person
170|seduce an employer's relative
171|seduce a government official
172|seduce an assassin
173|seduce a thief
174|seduce a merchant
175|seduce a member of the town watch
176|seduce a warrior
177|seduce a non-human
178|seduce a magician
179|seduce a priest
180|seduce a noted person or character
181|terrorize an employer's mistress
182|terrorize a guild member (20% chance of guildmaster)
183|terrorize a secret brotherhood member
184|terrorize a friend
185|terrorize an employer's rival or enemy
186|terrorize an employer's fellow plotter
187|terrorize an employer's retainer or master
188|terrorize a noble
189|terrorize an influential or informative person
190|terrorize an employer's relative
191|terrorize a government official
192|terrorize an assassin
193|terrorize a thief
194|terrorize a merchant
195|terrorize a member of the town watch
196|terrorize a warrior
197|terrorize a non-human
198|terrorize a magician
199|terrorize a priest
200|terrorize a noted person or character
